let,num,pref_en,cityname_en,pref_ja,cityname_ja
糺,2,kochi,susaki,高知県,須崎市
簾,7,hokkaido,minami,北海道,札幌市南区
朽,21,shiga,takashima,滋賀県,高島市
勾,1,fukui,echizen,福井県,越前市
旨,1,fukui,sakai,福井県,坂井市
随,3,fukui,sakai,福井県,坂井市
緩,1,fukui,ikeda,福井県,今立郡池田町
燧,1,fukui,minamiechizen,福井県,南条郡南越前町
樟,3,miyagi,kurihara,宮城県,栗原市
厨,6,kyoto,yamashina,京都府,京都市山科区
蝉,1,fukui,echizencho,福井県,丹生郡越前町
蒜,19,okayama,maniwa,岡山県,真庭市
終,4,nara,nara,奈良県,奈良市
仮,2,hyogo,ako,兵庫県,赤穂市
恒,2,fukuoka,moji,福岡県,北九州市門司区
筈,1,fukuoka,moji,福岡県,北九州市門司区
蜑,1,fukuoka,wakamatsu,福岡県,北九州市若松区
修,57,kyoto,sakyo,京都府,京都市左京区
頓,3,hokkaido,hamatonbetsu,北海道,枝幸郡浜頓別町
響,2,fukuoka,wakamatsu,福岡県,北九州市若松区
岐,22,oita,kunisaki,大分県,国東市
勺,1,fukuoka,wakamatsu,福岡県,北九州市若松区
籟,1,fukuoka,tobata,福岡県,北九州市戸畑区
許,1,fukuoka,kokurakita,福岡県,北九州市小倉北区
斐,24,shimane,izumo,島根県,出雲市
頂,2,kyoto,higashiyama,京都府,京都市東山区
隠,4,nagano,nagano,長野県,長野市
救,1,fukuoka,kokuraminami,福岡県,北九州市小倉南区
蜷,1,fukuoka,kokuraminami,福岡県,北九州市小倉南区
后,1,fukuoka,yahatanishi,福岡県,北九州市八幡西区
筥,2,fukuoka,higashi,福岡県,福岡市東区
隈,14,miyagi,watari,宮城県,亘理郡亘理町
店,7,wakayama,wakayama,和歌山県,和歌山市
珂,3,miyazaki,miyazaki,宮崎県,宮崎市
濠,2,fukuoka,chou,福岡県,福岡市中央区
警,2,hiroshima,kure,広島県,呉市
固,2,hiroshima,kure,広島県,呉市
曰,1,fukuoka,minami,福岡県,福岡市南区
姪,2,fukuoka,nishi,福岡県,福岡市西区
亭,1,fukuoka,jonan,福岡県,福岡市城南区
芥,16,gifu,gifu,岐阜県,岐阜市
櫟,1,fukuoka,omuta,福岡県,大牟田市
歴,1,fukuoka,omuta,福岡県,大牟田市
坑,1,fukuoka,omuta,福岡県,大牟田市
駛,1,fukuoka,omuta,福岡県,大牟田市
導,4,fukuoka,kurume,福岡県,久留米市
以,12,hokkaido,obihiro,北海道,帯広市
殖,1,fukuoka,kurume,福岡県,久留米市
薫,2,fukuoka,kurume,福岡県,久留米市
螢,5,osaka,ikeda,大阪府,豊中市
潴,12,fukuoka,kurume,福岡県,久留米市
感,1,fukuoka,nogata,福岡県,直方市
糒,1,fukuoka,tagawa,福岡県,田川市
祈,2,gifu,gifu,岐阜県,岐阜市
祷,1,fukuoka,yame,福岡県,八女市
粉,1,fukuoka,okawa,福岡県,大川市
鰺,2,fukuoka,ogori,福岡県,小郡市
俗,2,fukuoka,chikushino,福岡県,筑紫野市
藏,1,fukuoka,chikushino,福岡県,筑紫野市
頸,2,fukuoka,onojo,福岡県,大野城市
餉,1,fukuoka,onojo,福岡県,大野城市
禮,1,fukuoka,munakata,福岡県,宗像市
厳,35,nagasaki,tsushima,長崎県,対馬市
宰,3,fukuoka,dazaifu,福岡県,太宰府市
朱,17,kyoto,yamashina,京都府,京都市山科区
楼,1,fukuoka,dazaifu,福岡県,太宰府市
薦,1,fukuoka,koga,福岡県,古賀市
筵,1,fukuoka,koga,福岡県,古賀市
畦,3,hyogo,kawanishi,兵庫県,川西市
奴,9,hiroshima,miyoshi,広島県,三次市
集,19,kagoshima,hioki,鹿児島県,日置市
濱,2,hyogo,toyooka,兵庫県,豊岡市
炭,1,fukuoka,umi,福岡県,糟屋郡宇美町
惠,2,fukuoka,sue,福岡県,糟屋郡須恵町
駕,2,fukuoka,kasuya,福岡県,糟屋郡粕屋町
停,1,fukuoka,onga,福岡県,遠賀郡遠賀町
芙,1,fukuoka,onga,福岡県,遠賀郡遠賀町
蓉,1,fukuoka,onga,福岡県,遠賀郡遠賀町
尋,1,fukuoka,kurate,福岡県,鞍手郡鞍手町
絵,2,kyoto,minami,京都府,京都市南区
侍,2,yamaguchi,shimonoseki,山口県,下関市
採,1,fukuoka,kawara,福岡県,田川郡香春町
眞,1,fukuoka,kawasaki,福岡県,田川郡川崎町
任,4,tokushima,tokushima,徳島県,徳島市
鋤,1,fukuoka,kanda,福岡県,京都郡苅田町
呰,2,okayama,maniwa,岡山県,真庭市
犀,28,fukuoka,miyako,福岡県,京都郡みやこ町
袈,1,fukuoka,chikujo,福岡県,築上郡築上町
裟,1,fukuoka,chikujo,福岡県,築上郡築上町
賜,1,fukushima,fukushima,福島県,福島市
貢,3,fukushima,aidsuwakamatsu,福島県,会津若松市
寧,1,fukushima,aidsuwakamatsu,福島県,会津若松市
始,1,fukushima,aidsuwakamatsu,福島県,会津若松市
縊,1,fukushima,koriyama,福島県,郡山市
坦,3,fukushima,sukagawa,福島県,須賀川市
待,8,miyagi,tome,宮城県,登米市
榧,1,fukushima,koriyama,福島県,郡山市
艮,1,fukushima,koriyama,福島県,郡山市
勿,3,fukushima,iwaki,福島県,いわき市
晒,1,fukushima,shirakawa,福島県,白河市
転,1,fukushima,shirakawa,福島県,白河市
尚,2,fukushima,shirakawa,福島県,白河市
壇,3,fukushima,inawashiro,福島県,耶麻郡猪苗代町
硝,1,fukushima,shirakawa,福島県,白河市
禄,2,okinawa,naha,沖縄県,那覇市
桙,1,fukushima,sukagawa,福島県,須賀川市
衝,1,fukushima,sukagawa,福島県,須賀川市
橿,1,fukushima,kitakata,福島県,喜多方市
蝦,1,fukushima,kitakata,福島県,喜多方市
蟆,1,fukushima,kitakata,福島県,喜多方市
冠,2,oita,nakatsu,大分県,中津市
移,3,fukushima,tamura,福島県,田村市
甕,1,fukushima,minamisoma,福島県,南相馬市
雫,1,fukushima,minamisoma,福島県,南相馬市
橲,1,fukushima,minamisoma,福島県,南相馬市
抜,5,kyoto,kamigyo,京都府,京都市上京区
　,2,fukushima,kori,福島県,伊達郡桑折町
賤,1,fukushima,kawamata,福島県,伊達郡川俣町
炮,1,fukushima,kawamata,福島県,伊達郡川俣町
壺,2,okinawa,naha,沖縄県,那覇市
拍,1,fukushima,kawamata,福島県,伊達郡川俣町
澳,1,fukushima,simogo,福島県,南会津郡下郷町
陦,1,fukushima,simogo,福島県,南会津郡下郷町
帝,4,hiroshima,shobara,広島県,庄原市
熨,1,fukushima,minamiaidsu,福島県,南会津郡南会津町
杖,1,fukushima,minamiaidsu,福島県,南会津郡南会津町
精,1,fukushima,minamiaidsu,福島県,南会津郡南会津町
耻,1,fukushima,minamiaidsu,福島県,南会津郡南会津町
群,1,fukushima,nishiaidsu,福島県,耶麻郡西会津町
梯,2,fukushima,inawashiro,福島県,耶麻郡猪苗代町
廟,2,kyoto,yamashina,京都府,京都市山科区
果,1,fukushima,inawashiro,福島県,耶麻郡猪苗代町
マ,23,shiga,takashima,滋賀県,高島市
禰,3,fukushima,inawashiro,福島県,耶麻郡猪苗代町
隕,1,fukushima,inawashiro,福島県,耶麻郡猪苗代町
滴,1,fukushima,inawashiro,福島県,耶麻郡猪苗代町
ギ,1,fukushima,inawashiro,福島県,耶麻郡猪苗代町
デ,1,fukushima,inawashiro,福島県,耶麻郡猪苗代町
キ,23,shiga,takashima,滋賀県,高島市
酸,1,fukushima,inawashiro,福島県,耶麻郡猪苗代町
奨,1,fukushima,inawashiro,福島県,耶麻郡猪苗代町
メ,3,ibaraki,hitachinaka,茨城県,ひたちなか市
コ,2,hokkaido,teshio,北海道,天塩郡天塩町
併,1,fukushima,aidsubange,福島県,河沼郡会津坂下町
戌,2,fukushima,aidsubange,福島県,河沼郡会津坂下町
墓,2,fukushima,aidsubange,福島県,河沼郡会津坂下町
胄,1,fukushima,yanaisdu,福島県,河沼郡柳津町
頤,1,fukushima,aidsumisato,福島県,大沼郡会津美里町
舩,1,fukushima,aidsumisato,福島県,大沼郡会津美里町
旱,1,fukushima,aidsumisato,福島県,大沼郡会津美里町
垬,1,fukushima,yamatsuri,福島県,東白川郡矢祭町
啼,1,fukushima,ishikawa,福島県,石川郡石川町
粧,1,fukushima,miharu,福島県,田村郡三春町
帽,2,kyoto,kita,京都府,京都市北区
過,1,fukushima,miharu,福島県,田村郡三春町
燕,1,fukushima,miharu,福島県,田村郡三春町
担,1,fukushima,miharu,福島県,田村郡三春町
皮,1,fukushima,ono,福島県,田村郡小野町
埓,1,fukushima,shinchi,福島県,相馬郡新地町
退,1,gifu,gifu,岐阜県,岐阜市
嵯,152,kyoto,ukyo,京都府,京都市右京区
峨,152,kyoto,ukyo,京都府,京都市右京区
踊,2,nagasaki,sasebo,長崎県,佐世保市
靱,1,gifu,gifu,岐阜県,岐阜市
戎,24,osaka,sakai,大阪府,堺市堺区
姓,2,kochi,shimanto,高知県,高岡郡四万十町
啓,1,gifu,gifu,岐阜県,岐阜市
廩,1,gifu,gifu,岐阜県,岐阜市
陰,9,miyazaki,hyuga,宮崎県,日向市
徹,36,hokkaido,kushiro,北海道,釧路市
校,4,niigata,chuo,新潟県,新潟市中央区
交,1,gifu,gifu,岐阜県,岐阜市
ぷ,1,gifu,gifu,岐阜県,岐阜市
ぴ,1,gifu,gifu,岐阜県,岐阜市
阜,1,gifu,ogaki,岐阜県,大垣市
芸,28,mie,tsu,三重県,津市
禾,2,gifu,ogaki,岐阜県,大垣市
頬,3,kyoto,fushimi,京都府,京都市伏見区
黍,2,gifu,takayama,岐阜県,高山市
騨,13,gifu,takayama,岐阜県,高山市
賊,1,gifu,takayama,岐阜県,高山市
猷,1,gifu,takayama,岐阜県,高山市
貸,4,gifu,seki,岐阜県,関市
茄,4,osaka,ibaraki,大阪府,枚方市
史,1,gifu,toki,岐阜県,土岐市
各,7,gifu,kagamihara,岐阜県,各務原市
亜,2,gifu,kagamihara,岐阜県,各務原市
甥,1,gifu,kagamihara,岐阜県,各務原市
皐,1,gifu,kani,岐阜県,可児市
眺,1,gifu,kani,岐阜県,可児市
殊,1,gifu,motosu,岐阜県,本巣市
職,1,gifu,gujo,岐阜県,郡上市
少,16,osaka,sakai,大阪府,堺市堺区
脛,1,gifu,ibigawa,岐阜県,揖斐郡揖斐川町
狗,1,gifu,kitagata,岐阜県,本巣郡北方町
幟,2,hiroshima,naka,広島県,広島市中区
似,25,hokkaido,kita,北海道,札幌市北区
猴,1,hiroshima,minami,広島県,広島市南区
己,7,hiroshima,nishi,広島県,広島市西区
伴,6,hiroshima,asaminami,広島県,広島市安佐南区
俊,1,hiroshima,kure,広島県,呉市
繰,1,hiroshima,kure,広島県,呉市
桟,2,kyoto,yamashina,京都府,京都市山科区
峡,2,miyazaki,nobeoka,宮崎県,延岡市
潭,1,hiroshima,kure,広島県,呉市
篝,1,hiroshima,mihara,広島県,三原市
頼,2,hokkaido,ashibetsu,北海道,芦別市
因,11,hiroshima,onomichi,広島県,尾道市
柞,1,hiroshima,fukuyama,広島県,福山市
藁,1,hiroshima,fukuyama,広島県,福山市
涯,2,hiroshima,fukuyama,広島県,福山市
鞆,3,wakayama,kinokawa,和歌山県,紀の川市
縢,1,hiroshima,fuchu,広島県,府中市
棗,1,hiroshima,miyoshi,広島県,三次市
未,1,hiroshima,shobara,広島県,庄原市
究,1,hiroshima,higashihiroshima,広島県,東広島市
糘,1,hiroshima,akitakata,広島県,安芸高田市
ム,4,hokkaido,kushiro,北海道,釧路市
耕,2,hokkaido,tsukigata,北海道,樺戸郡月形町
幌,19,hokkaido,ebetsu,北海道,江別市
羊,1,hokkaido,toyohira,北海道,札幌市豊平区
硬,1,hokkaido,minami,北海道,札幌市南区
沿,19,hokkaido,minami,北海道,札幌市南区
術,1,hokkaido,minami,北海道,札幌市南区
澗,1,hokkaido,hakodate,北海道,函館市
蛾,1,hokkaido,hakodate,北海道,函館市
眉,1,hokkaido,hakodate,北海道,函館市
苔,1,hokkaido,hakodate,北海道,函館市
函,1,hokkaido,hakodate,北海道,函館市
鱒,2,hokkaido,abashiri,北海道,網走市
線,281,hokkaido,kamifurano,北海道,空知郡上富良野町
紛,2,hokkaido,asahikawa,北海道,旭川市
萌,2,hokkaido,ebetsu,北海道,江別市
辛,24,hokkaido,kushiro,北海道,釧路市
釧,1,hokkaido,kushiro,北海道,釧路市
幣,1,hokkaido,kushiro,北海道,釧路市
チ,3,hokkaido,kushiro,北海道,釧路市
ョ,1,hokkaido,kushiro,北海道,釧路市
ベ,12,hokkaido,kushiro,北海道,釧路市
ュ,2,hokkaido,kushiro,北海道,釧路市
ヌ,4,hokkaido,kushiro,北海道,釧路市
ャ,2,hokkaido,kushiro,北海道,釧路市
ネ,2,hokkaido,kushiro,北海道,釧路市
ナ,4,hokkaido,naie,北海道,空知郡奈井江町
ワ,1,hokkaido,kushiro,北海道,釧路市
零,2,hokkaido,obihiro,北海道,帯広市
緋,1,hokkaido,kitami,北海道,北見市
蘂,29,hokkaido,kitami,北海道,北見市
砺,1,hokkaido,iwamizawa,北海道,岩見沢市
必,1,hokkaido,iwamizawa,北海道,岩見沢市
勇,3,hokkaido,tomakomai,北海道,苫小牧市
癸,2,hokkaido,bibai,北海道,美唄市
奔,10,hokkaido,mikasa,北海道,三笠市
葦,1,hokkaido,bibai,北海道,美唄市
訓,1,hokkaido,monbetsu,北海道,紋別市
紋,1,hokkaido,monbetsu,北海道,紋別市
彰,1,hokkaido,nayoro,北海道,名寄市
珸,1,hokkaido,nemuro,北海道,根室市
瑤,1,hokkaido,nemuro,北海道,根室市
瑁,1,hokkaido,nemuro,北海道,根室市
昆,4,hyogo,itami,兵庫県,伊丹市
晶,1,hokkaido,nemuro,北海道,根室市
歯,1,hokkaido,nemuro,北海道,根室市
槍,1,hokkaido,nemuro,北海道,根室市
昔,1,hokkaido,nemuro,北海道,根室市
酪,1,hokkaido,nemuro,北海道,根室市
笏,1,hokkaido,chitose,北海道,千歳市
已,1,hokkaido,fukagawa,北海道,深川市
優,1,hokkaido,date,北海道,伊達市
稀,3,hokkaido,date,北海道,伊達市
弄,1,hokkaido,date,北海道,伊達市
聚,1,hokkaido,ishikari,北海道,石狩市
送,1,hokkaido,ishikari,北海道,石狩市
峩,1,hokkaido,hokuto,北海道,北斗市
朗,1,hokkaido,hokuto,北海道,北斗市
ビ,1,hokkaido,tobetsu,北海道,石狩郡当別町
符,1,hokkaido,fukushima,北海道,松前郡福島町
鉛,1,hokkaido,yakumo,北海道,二海郡八雲町
鰔,1,hokkaido,esashi,北海道,枝幸郡枝幸町
厘,1,hokkaido,esashi,北海道,枝幸郡枝幸町
椴,1,hokkaido,esashi,北海道,枝幸郡枝幸町
奮,1,hokkaido,esashi,北海道,枝幸郡枝幸町
沃,1,hokkaido,esashi,北海道,枝幸郡枝幸町
標,2,hokkaido,esashi,北海道,枝幸郡枝幸町
烈,1,hokkaido,esashi,北海道,枝幸郡枝幸町
球,1,hokkaido,okushiri,北海道,奥尻郡奥尻町
櫓,1,hokkaido,setana,北海道,久遠郡せたな町
棄,1,hokkaido,suttsu,北海道,寿都郡寿都町
郛,3,hokkaido,kuromatsunai,北海道,寿都郡黒松内町
讃,2,osaka,kawachinagano,大阪府,寝屋川市
蹄,1,hokkaido,niseko,北海道,虻田郡ニセコ町
壮,1,hokkaido,kimobetsu,北海道,虻田郡喜茂別町
盃,1,hokkaido,tomari,北海道,古宇郡泊村
珊,1,hokkaido,kamoenai,北海道,古宇郡神恵内村
舸,1,hokkaido,shakotan,北海道,積丹郡積丹町
民,1,hokkaido,niki,北海道,余市郡仁木町
煙,2,hokkaido,horokanai,北海道,雨竜郡幌加内町
ボ,1,hokkaido,moseushi,北海道,雨竜郡妹背牛町
渭,1,hokkaido,uryu,北海道,雨竜郡雨竜町
層,1,hokkaido,kamikawa,北海道,上川郡上川町
莫,4,hokkaido,biei,北海道,上川郡美瑛町
画,6,kumamoto,higashi,熊本県,熊本市東区
瑛,2,hokkaido,biei,北海道,上川郡美瑛町
憩,2,hokkaido,biei,北海道,上川郡美瑛町
倍,4,shizuoka,aoi,静岡県,静岡市葵区
討,1,hokkaido,nakafurano,北海道,空知郡中富良野町
占,4,kagoshima,minamiosumi,鹿児島県,肝属郡南大隅町
斑,1,hokkaido,bifuka,北海道,中川郡美深町
暑,4,hokkaido,mashike,北海道,増毛郡増毛町
砿,2,hokkaido,haboro,北海道,苫前郡羽幌町
ヘ,1,hokkaido,teshio,北海道,天塩郡天塩町
ペ,1,hokkaido,teshio,北海道,天塩郡天塩町
斜,1,hokkaido,hamatonbetsu,北海道,枝幸郡浜頓別町
ポ,1,hokkaido,hamatonbetsu,北海道,枝幸郡浜頓別町
禽,1,hokkaido,bihoro,北海道,網走郡美幌町
活,1,hokkaido,tsubetsu,北海道,網走郡津別町
速,2,shiga,nagahama,滋賀県,長浜市
湧,3,hokkaido,saroma,北海道,紋別郡遠軽町
渦,1,hyogo,higashinada,兵庫県,神戸市東灘区
耶,32,oita,nakatsu,大分県,中津市
埠,1,hyogo,nada,兵庫県,神戸市灘区
鵯,2,hyogo,hyogo,兵庫県,神戸市兵庫区
馴,2,ibaraki,ryugasaki,茨城県,龍ヶ崎市
再,1,hyogo,chuo,兵庫県,神戸市中央区
播,1,hyogo,chuo,兵庫県,神戸市中央区
書,3,hyogo,himeji,兵庫県,姫路市
写,3,hyogo,himeji,兵庫県,姫路市
杤,1,hyogo,himeji,兵庫県,姫路市
案,1,hyogo,himeji,兵庫県,姫路市
腐,1,hyogo,himeji,兵庫県,姫路市
編,1,hyogo,himeji,兵庫県,姫路市
崇,1,hyogo,amagasaki,兵庫県,尼崎市
湛,1,hyogo,nishinomiya,兵庫県,西宮市
呪,1,hyogo,nishinomiya,兵庫県,西宮市
乎,6,hyogo,sumoto,兵庫県,洲本市
邑,27,okayama,setouchi,岡山県,瀬戸内市
炬,1,hyogo,sumoto,兵庫県,洲本市
但,42,hyogo,toyooka,兵庫県,豊岡市
宵,2,hyogo,toyooka,兵庫県,豊岡市
椒,1,hyogo,toyooka,兵庫県,豊岡市
劫,1,hyogo,toyooka,兵庫県,豊岡市
鷏,1,hyogo,ako,兵庫県,赤穂市
孑,1,hyogo,takaradsuka,兵庫県,宝塚市
窟,1,hyogo,miki,兵庫県,三木市
這,3,kyoto,minami,京都府,京都市南区
桾,1,hyogo,miki,兵庫県,三木市
甸,1,hyogo,ono,兵庫県,小野市
育,5,mie,kumano,三重県,熊野市
鎮,20,saga,karatsu,佐賀県,唐津市
吸,1,hyogo,kasai,兵庫県,加西市
糯,1,hyogo,tanbasasayama,兵庫県,丹波篠山市
筱,2,hyogo,tanbasasayama,兵庫県,丹波篠山市
狂,1,hyogo,yabu,兵庫県,養父市
毫,1,hyogo,tanba,兵庫県,丹波市
列,10,hyogo,minamiawaji,兵庫県,南あわじ市
委,1,hyogo,minamiawaji,兵庫県,南あわじ市
國,1,hyogo,minamiawaji,兵庫県,南あわじ市
掃,2,kyoto,fushimi,京都府,京都市伏見区
鈩,1,hyogo,minamiawaji,兵庫県,南あわじ市
嚢,1,hyogo,asago,兵庫県,朝来市
掎,1,hyogo,kato,兵庫県,加東市
揖,55,hyogo,tatsuno,兵庫県,たつの市
觜,2,hyogo,tatsuno,兵庫県,たつの市
肝,1,hyogo,inagawa,兵庫県,川辺郡猪名川町
哉,1,hyogo,sayo,兵庫県,佐用郡佐用町
應,1,hyogo,sayo,兵庫県,佐用郡佐用町
耀,1,hyogo,kami,兵庫県,美方郡香美町
柤,1,hyogo,kami,兵庫県,美方郡香美町
實,1,hyogo,kami,兵庫県,美方郡香美町
圷,1,ibaraki,mito,茨城県,水戸市
宍,10,shimane,matsue,島根県,松江市
碁,1,ibaraki,ishioka,茨城県,石岡市
塗,1,ibaraki,ryugasaki,茨城県,龍ヶ崎市
収,1,ibaraki,joso,茨城県,常総市
員,20,mie,inabe,三重県,いなべ市
猯,1,ibaraki,ushiku,茨城県,牛久市
硲,2,ibaraki,tsukuba,茨城県,つくば市
句,1,ibaraki,hitachinaka,茨城県,ひたちなか市
べ,1,ibaraki,hitachinaka,茨城県,ひたちなか市
抽,1,ibaraki,hitachiomiya,茨城県,常陸大宮市
帰,2,ishikawa,kanazawa,石川県,金沢市
鱗,2,kyoto,shimogyo,京都府,京都市下京区
念,13,okinawa,nanjo,沖縄県,南城市
奇,1,ishikawa,kanazawa,石川県,金沢市
醒,1,ishikawa,kanazawa,石川県,金沢市
専,2,toyama,toyama,富山県,富山市
娚,1,ishikawa,kanazawa,石川県,金沢市
筆,1,ishikawa,nanao,石川県,七尾市
挟,1,ishikawa,nanao,石川県,七尾市
閨,1,ishikawa,nanao,石川県,七尾市
飴,1,ishikawa,komatsu,石川県,小松市
尊,4,kyoto,ukyo,京都府,京都市右京区
窕,1,ishikawa,wajima,石川県,輪島市
禿,1,ishikawa,wajima,石川県,輪島市
緤,1,ishikawa,suzu,石川県,珠洲市
枯,1,ishikawa,kaga,石川県,加賀市
咋,1,ishikawa,hakui,石川県,羽咋市
礫,1,ishikawa,hakusan,石川県,白山市
倶,1,ishikawa,tsubata,石川県,河北郡津幡町
伽,2,kyoto,fushimi,京都府,京都市伏見区
講,3,shimane,matsue,島根県,松江市
鮭,1,ishikawa,noto,石川県,鳳珠郡能登町
爼,1,ishikawa,noto,石川県,鳳珠郡能登町
俄,1,iwate,morioka,岩手県,盛岡市
犾,2,iwate,morioka,岩手県,盛岡市
痩,1,iwate,morioka,岩手県,盛岡市
卦,1,iwate,morioka,岩手県,盛岡市
鉈,1,iwate,morioka,岩手県,盛岡市
鎖,1,iwate,miyako,岩手県,宮古市
毒,1,iwate,hanamaki,岩手県,花巻市
霜,1,iwate,kuji,岩手県,久慈市
害,3,miyagi,kesennuma,宮城県,気仙沼市
嬉,38,mie,matsusaka,三重県,松阪市
兄,2,iwate,hachimantai,岩手県,八幡平市
叺,1,iwate,hachimantai,岩手県,八幡平市
亦,1,iwate,hachimantai,岩手県,八幡平市
胆,3,iwate,oshu,岩手県,奥州市
銘,2,okinawa,naha,沖縄県,那覇市
鰍,1,iwate,takizawa,岩手県,滝沢市
参,2,iwate,takizawa,岩手県,滝沢市
麁,1,iwate,shizukuishi,岩手県,岩手郡雫石町
拂,1,iwate,shizukuishi,岩手県,岩手郡雫石町
抱,1,iwate,iwate,岩手県,岩手郡岩手町
狄,1,iwate,karumai,岩手県,九戸郡軽米町
ゼ,2,kagawa,takamatsu,香川県,高松市
詫,10,kagawa,mitoyo,香川県,三豊市
局,1,kagawa,naoshima,香川県,香川郡直島町
臈,1,kagawa,naoshima,香川県,香川郡直島町
言,1,kagawa,naoshima,香川県,香川郡直島町
枌,1,kagawa,ayagawa,香川県,綾歌郡綾川町
買,1,kagawa,mannou,香川県,仲多度郡まんのう町
突,5,kyoto,kamigyo,京都府,京都市上京区
眼,1,kagoshima,kagoshima,鹿児島県,鹿児島市
皷,1,kagoshima,kagoshima,鹿児島県,鹿児島市
姶,1,kagoshima,kanoya,鹿児島県,鹿屋市
識,3,kagoshima,idsumi,鹿児島県,出水市
藺,2,kagoshima,satsumasendai,鹿児島県,薩摩川内市
祁,9,nara,nara,奈良県,奈良市
答,4,kagoshima,satsumasendai,鹿児島県,薩摩川内市
熟,1,kagoshima,hioki,鹿児島県,日置市
例,2,kagoshima,kirishima,鹿児島県,霧島市
佳,1,kagoshima,kirishima,鹿児島県,霧島市
頴,5,kagoshima,minamikyushu,鹿児島県,南九州市
娃,5,kagoshima,minamikyushu,鹿児島県,南九州市
覧,8,kagoshima,minamikyushu,鹿児島県,南九州市
假,1,kagoshima,osaki,鹿児島県,曽於郡大崎町
湾,2,okinawa,ginowan,沖縄県,宜野湾市
芒,1,nagasaki,nagasaki,長崎県,長崎市
炉,1,nagasaki,nagasaki,長崎県,長崎市
箙,1,nagasaki,sasebo,長崎県,佐世保市
潜,1,nagasaki,sasebo,長崎県,佐世保市
髪,2,kumamoto,kita,熊本県,熊本市北区
浸,1,nagasaki,sasebo,長崎県,佐世保市
尽,1,nagasaki,sasebo,長崎県,佐世保市
搦,1,nagasaki,isahaya,長崎県,諫早市
紐,2,nagasaki,hirado,長崎県,平戸市
朶,1,nagasaki,hirado,長崎県,平戸市
酘,3,nagasaki,tsushima,長崎県,対馬市
窄,1,nagasaki,goto,長崎県,五島市
蠣,1,nagasaki,saikai,長崎県,西海市
彼,16,nagasaki,saikai,長崎県,西海市
楯,19,yamagata,murayama,山形県,村山市
椹,2,yamagata,yamagata,山形県,山形市
鮨,1,yamagata,yamagata,山形県,山形市
梳,1,yamagata,tsuruoka,山形県,鶴岡市
暘,1,yamagata,tsuruoka,山形県,鶴岡市
楪,1,yamagata,tsuruoka,山形県,鶴岡市
点,1,yamagata,murayama,山形県,村山市
晦,1,yamagata,murayama,山形県,村山市
勧,29,kyoto,yamashina,京都府,京都市山科区
擶,1,yamagata,tendo,山形県,天童市
営,6,yamagata,higashine,山形県,東根市
朧,2,yamagata,obanazawa,山形県,尾花沢市
梺,1,yamagata,obanazawa,山形県,尾花沢市
釿,1,yamagata,oe,山形県,西村山郡大江町
其,2,mie,tsu,三重県,津市
蒄,1,yamagata,kawanishi,山形県,東置賜郡川西町
莅,1,yamagata,kawanishi,山形県,東置賜郡川西町
煎,1,yamagata,shonai,山形県,東田川郡庄内町
薊,6,kochi,kochi,高知県,高知市
介,4,kochi,kochi,高知県,高知市
絶,1,kochi,kochi,高知県,高知市
埆,1,kochi,kochi,高知県,高知市
孕,2,kochi,kochi,高知県,高知市
づ,2,kochi,kochi,高知県,高知市
章,1,kochi,nankoku,高知県,南国市
還,1,kochi,sukumo,高知県,宿毛市
沈,1,kumamoto,minami,熊本県,熊本市南区
硴,1,kumamoto,minami,熊本県,熊本市南区
莎,1,kumamoto,minami,熊本県,熊本市南区
徴,1,kumamoto,yatsushiro,熊本県,八代市
栴,1,kumamoto,yatsushiro,熊本県,八代市
催,1,kumamoto,yatsushiro,熊本県,八代市
泗,9,kumamoto,kikuchi,熊本県,菊池市
琳,1,kumamoto,kikuchi,熊本県,菊池市
亘,1,kumamoto,kikuchi,熊本県,菊池市
維,2,yamaguchi,yamaguchi,山口県,山口市
枦,1,kumamoto,amakusa,熊本県,天草市
蜻,4,kyoto,yawata,京都府,八幡市
栫,1,kumamoto,hikawa,熊本県,八代郡氷川町
告,1,kumamoto,ashikita,熊本県,葦北郡芦北町
琢,3,kyoto,kita,京都府,京都市北区
榿,2,kyoto,kita,京都府,京都市北区
閣,2,kyoto,sakyo,京都府,京都市左京区
悦,2,kyoto,yosano,京都府,与謝郡与謝野町
獄,1,kyoto,kita,京都府,京都市北区
蛙,1,kyoto,kita,京都府,京都市北区
菴,2,kyoto,kita,京都府,京都市北区
栩,1,kyoto,kita,京都府,京都市北区
茸,1,kyoto,kita,京都府,京都市北区
輿,2,kyoto,kita,京都府,京都市北区
閻,1,kyoto,kamigyo,京都府,京都市上京区
魔,1,kyoto,kamigyo,京都府,京都市上京区
解,1,kyoto,kamigyo,京都府,京都市上京区
革,6,kyoto,kamigyo,京都府,京都市上京区
坤,2,kyoto,ukyo,京都府,京都市右京区
莢,1,kyoto,kamigyo,京都府,京都市上京区
弾,2,kyoto,kamigyo,京都府,京都市上京区
庇,1,kyoto,kamigyo,京都府,京都市上京区
遍,2,kyoto,kamigyo,京都府,京都市上京区
曼,1,kyoto,kamigyo,京都府,京都市上京区
顕,1,kyoto,kamigyo,京都府,京都市上京区
暦,1,kyoto,sakyo,京都府,京都市左京区
閉,2,kyoto,sakyo,京都府,京都市左京区
病,1,kyoto,sakyo,京都府,京都市左京区
艾,1,kyoto,sakyo,京都府,京都市左京区
沮,2,kyoto,sakyo,京都府,京都市左京区
